GRANDE_REG,COD_UF,SIGLA_UF,COD,NOME,TIPO,COD_CAT_ASSOC,CAT_ASSOC,COD_MUN,NOME_MUN,LEG,DATA
Nordeste,25,PB,2503,Região Metropolitana de Guarabira,RM,250301,NÃO TEM,2511608,PILÕES,Lei Complementar  101,12/07/11
Nordeste,25,PB,2503,Região Metropolitana de Guarabira,RM,250301,NÃO TEM,2511707,PILÕEZINHOS,Lei Complementar  101,12/07/11
Nordeste,25,PB,2503,Região Metropolitana de Guarabira,RM,250301,NÃO TEM,2511806,PIRPIRITUBA,Lei Complementar  101,12/07/11
Nordeste,25,PB,2503,Região Metropolitana de Guarabira,RM,250301,NÃO TEM,2515609,SERRA DA RAIZ,Lei Complementar  101,12/07/11
Nordeste,25,PB,2503,Região Metropolitana de Guarabira,RM,250301,NÃO TEM,2515906,SERRARIA,Lei Complementar  101,12/07/11
Nordeste,25,PB,2503,Região Metropolitana de Guarabira,RM,250301,NÃO TEM,2515930,SERTÃOZINHO,Lei Complementar  101,12/07/11
Nordeste,25,PB,2503,Região Metropolitana de Guarabira,RM,250301,NÃO TEM,2516003,SOLÂNEA,Lei Complementar 138,12/04/16
Nordeste,25,PB,2511,Região Metropolitana de Itabaiana,RM,251101,NÃO TEM,2503803,CALDAS BRANDÃO,Lei Complementar  118,21/01/13
Nordeste,25,PB,2511,Região Metropolitana de Itabaiana,RM,251101,NÃO TEM,2506400,GURINHÉM,Lei Complementar  118,21/01/13
Nordeste,25,PB,2511,Região Metropolitana de Itabaiana,RM,251101,NÃO TEM,2506806,INGÁ,Lei Complementar  118,21/01/13
Nordeste,25,PB,2511,Região Metropolitana de Itabaiana,RM,251101,NÃO TEM,2506905,ITABAIANA,Lei Complementar  133,23/09/15
Nordeste,25,PB,2511,Região Metropolitana de Itabaiana,RM,251101,NÃO TEM,2507606,JUAREZ TÁVORA,Lei Complementar  118,21/01/13
Nordeste,25,PB,2511,Região Metropolitana de Itabaiana,RM,251101,NÃO TEM,2507903,JURIPIRANGA,Lei Complementar  118,21/01/13
Nordeste,25,PB,2511,Região Metropolitana de Itabaiana,RM,251101,NÃO TEM,2509404,MOGEIRO,Lei Complementar  118,21/01/13
Nordeste,25,PB,2511,Região Metropolitana de Itabaiana,RM,251101,NÃO TEM,2511509,PILAR,Lei Complementar  118,21/01/13
Nordeste,25,PB,2511,Região Metropolitana de Itabaiana,RM,251101,NÃO TEM,2512754,RIACHÃO DO BACAMARTE,Lei Complementar  118,21/01/13
Nordeste,25,PB,2511,Região Metropolitana de Itabaiana,RM,251101,NÃO TEM,2513109,SALGADO DE SÃO FÉLIX,Lei Complementar  118,21/01/13
Nordeste,25,PB,2511,Região Metropolitana de Itabaiana,RM,251101,NÃO TEM,2514453,SÃO JOSÉ DOS RAMOS,Lei Complementar  118,21/01/13
Nordeste,25,PB,2511,Região Metropolitana de Itabaiana,RM,251101,NÃO TEM,2515005,SÃO MIGUEL DE TAIPU,Lei Complementar  118,21/01/13
Nordeste,25,PB,2501,Região Metropolitana de João Pessoa,RM,250101,NÃO TEM,2500601,ALHANDRA,Inclusão de município - Lei Complementar 90,23/09/09
Nordeste,25,PB,2501,Região Metropolitana de João Pessoa,RM,250101,NÃO TEM,2501807,BAYEUX,Lei Complementar 59,30/12/03
Nordeste,25,PB,2501,Região Metropolitana de João Pessoa,RM,250101,NÃO TEM,2503001,CAAPORÃ,Inclusão de município - Lei Complementar 90,23/09/09
Nordeste,25,PB,2501,Região Metropolitana de João Pessoa,RM,250101,NÃO TEM,2503209,CABEDELO,Lei Complementar 59,30/12/03
Nordeste,25,PB,2501,Região Metropolitana de João Pessoa,RM,250101,NÃO TEM,2504603,CONDE,Lei Complementar 59,30/12/03
Nordeste,25,PB,2501,Região Metropolitana de João Pessoa,RM,250101,NÃO TEM,2504900,CRUZ DO ESPÍRITO SANTO,Lei Complementar 59,30/12/03
Nordeste,25,PB,2501,Região Metropolitana de João Pessoa,RM,250101,NÃO TEM,2507507,JOÃO PESSOA,Lei Complementar 59,30/12/03
Nordeste,25,PB,2501,Região Metropolitana de João Pessoa,RM,250101,NÃO TEM,2508604,LUCENA,Lei Complementar 59,30/12/03
Nordeste,25,PB,2501,Região Metropolitana de João Pessoa,RM,250101,NÃO TEM,2511202,PEDRAS DE FOGO,Inclusão de município - Lei Complementar 93,11/12/09
Nordeste,25,PB,2501,Região Metropolitana de João Pessoa,RM,250101,NÃO TEM,2511905,PITIMBU,Inclusão de município - Lei Complementar 90,23/09/09
Nordeste,25,PB,2501,Região Metropolitana de João Pessoa,RM,250101,NÃO TEM,2512903,RIO TINTO,Lei Complementar 59,30/12/03
Nordeste,25,PB,2501,Região Metropolitana de João Pessoa,RM,250101,NÃO TEM,2513703,SANTA RITA,Lei Complementar 59,30/12/03
Nordeste,25,PB,2504,Região Metropolitana de Patos,RM,250401,NÃO TEM,2501153,AREIA DE BARAÚNAS,Lei Complementar  103,27/12/11
Nordeste,25,PB,2504,Região Metropolitana de Patos,RM,250401,NÃO TEM,2503407,CACIMBA DE AREIA,Lei Complementar  103,27/12/11
Nordeste,25,PB,2504,Região Metropolitana de Patos,RM,250401,NÃO TEM,2503555,CACIMBAS,Lei Complementar  103,27/12/11
Nordeste,25,PB,2504,Região Metropolitana de Patos,RM,250401,NÃO TEM,2504504,CONDADO,Lei Complementar  103,27/12/11
Nordeste,25,PB,2504,Região Metropolitana de Patos,RM,250401,NÃO TEM,2505402,DESTERRO,Lei Complementar  103,27/12/11
Nordeste,25,PB,2504,Região Metropolitana de Patos,RM,250401,NÃO TEM,2505907,EMAS,Lei Complementar  103,27/12/11
Nordeste,25,PB,2504,Região Metropolitana de Patos,RM,250401,NÃO TEM,2507804,JUNCO DO SERIDÓ,Lei Complementar  103,27/12/11
Nordeste,25,PB,2504,Região Metropolitana de Patos,RM,250401,NÃO TEM,2508703,MÃE D'ÁGUA,Lei Complementar  103,27/12/11
Nordeste,25,PB,2504,Região Metropolitana de Patos,RM,250401,NÃO TEM,2508802,MALTA,Lei Complementar  103,27/12/11
Nordeste,25,PB,2504,Região Metropolitana de Patos,RM,250401,NÃO TEM,2509396,MATURÉIA,Lei Complementar  103,27/12/11
Nordeste,25,PB,2504,Região Metropolitana de Patos,RM,250401,NÃO TEM,2510709,PASSAGEM,Lei Complementar  103,27/12/11
Nordeste,25,PB,2504,Região Metropolitana de Patos,RM,250401,NÃO TEM,2510808,PATOS,Lei Complementar  103,27/12/11
Nordeste,25,PB,2504,Região Metropolitana de Patos,RM,250401,NÃO TEM,2512606,QUIXABA,Lei Complementar  103,27/12/11
Nordeste,25,PB,2504,Região Metropolitana de Patos,RM,250401,NÃO TEM,2513000,SALGADINHO,Lei Complementar  103,27/12/11
Nordeste,25,PB,2504,Região Metropolitana de Patos,RM,250401,NÃO TEM,2513406,SANTA LUZIA,Lei Complementar  103,27/12/11
Nordeste,25,PB,2504,Região Metropolitana de Patos,RM,250401,NÃO TEM,2513802,SANTA TERESINHA,Lei Complementar  103,27/12/11
Nordeste,25,PB,2504,Região Metropolitana de Patos,RM,250401,NÃO TEM,2514404,SÃO JOSÉ DE ESPINHARAS,Lei Complementar  103,27/12/11
Nordeste,25,PB,2504,Região Metropolitana de Patos,RM,250401,NÃO TEM,2514602,SÃO JOSÉ DO BONFIM,Lei Complementar  103,27/12/11
Nordeste,25,PB,2504,Região Metropolitana de Patos,RM,250401,NÃO TEM,2514701,SÃO JOSÉ DO SABUGI,Lei Complementar  103,27/12/11
Nordeste,25,PB,2504,Região Metropolitana de Patos,RM,250401,NÃO TEM,2514909,SÃO MAMEDE,Lei Complementar  103,27/12/11
Nordeste,25,PB,2504,Região Metropolitana de Patos,RM,250401,NÃO TEM,2516706,TEIXEIRA,Lei Complementar  103,27/12/11
Nordeste,25,PB,2504,Região Metropolitana de Patos,RM,250401,NÃO TEM,2517100,VÁRZEA,Lei Complementar  103,27/12/11
Nordeste,25,PB,2504,Região Metropolitana de Patos,RM,250401,NÃO TEM,2505501,VISTA SERRANA,Lei Complementar  103,27/12/11
Nordeste,25,PB,2510,Região Metropolitana de Sousa,RM,251001,NÃO TEM,2500775,APARECIDA,Lei Complementar  117,21/01/13
Nordeste,25,PB,2510,Região Metropolitana de Sousa,RM,251001,NÃO TEM,2508406,LASTRO,Lei Complementar  117,21/01/13
Nordeste,25,PB,2510,Região Metropolitana de Sousa,RM,251001,NÃO TEM,2509156,MARIZÓPOLIS,Lei Complementar  117,21/01/13
Nordeste,25,PB,2510,Região Metropolitana de Sousa,RM,251001,NÃO TEM,2510006,NAZAREZINHO,Lei Complementar  117,21/01/13
Nordeste,25,PB,2510,Região Metropolitana de Sousa,RM,251001,NÃO TEM,2513208,SANTA CRUZ,Lei Complementar  117,21/01/13
Nordeste,25,PB,2510,Região Metropolitana de Sousa,RM,251001,NÃO TEM,2513984,SÃO FRANCISCO,Lei Complementar  117,21/01/13
Nordeste,25,PB,2510,Região Metropolitana de Sousa,RM,251001,NÃO TEM,2514206,SÃO JOSÉ DA LAGOA TAPADA,Lei Complementar  117,21/01/13
Nordeste,25,PB,2510,Região Metropolitana de Sousa,RM,251001,NÃO TEM,2516201,SOUSA,Lei Complementar  117,21/01/13
Nordeste,25,PB,2510,Região Metropolitana de Sousa,RM,251001,NÃO TEM,2517209,VIEIRÓPOLIS,Lei Complementar  117,21/01/13
Nordeste,25,PB,2509,Região Metropolitana do Vale do Mamanguape,RM,250901,NÃO TEM,2501401,BAÍA DA TRAIÇÃO,Lei Complementar  116,21/01/13
Nordeste,25,PB,2509,Região Metropolitana do Vale do Mamanguape,RM,250901,NÃO TEM,2505238,CUITÉ DE MAMANGUAPE,Lei Complementar  116,21/01/13
Nordeste,25,PB,2509,Região Metropolitana do Vale do Mamanguape,RM,250901,NÃO TEM,2505279,CURRAL DE CIMA,Lei Complementar  116,21/01/13
Nordeste,25,PB,2509,Região Metropolitana do Vale do Mamanguape,RM,250901,NÃO TEM,2507101,ITAPOROROCA,Lei Complementar  116,21/01/13
Nordeste,25,PB,2509,Região Metropolitana do Vale do Mamanguape,RM,250901,NÃO TEM,2507309,JACARAÚ,Lei Complementar  116,21/01/13
Nordeste,25,PB,2509,Região Metropolitana do Vale do Mamanguape,RM,250901,NÃO TEM,2508901,MAMANGUAPE,Lei Complementar  116,21/01/13
Nordeste,25,PB,2509,Região Metropolitana do Vale do Mamanguape,RM,250901,NÃO TEM,2509057,MARCAÇÃO,Lei Complementar  116,21/01/13
Nordeste,25,PB,2509,Região Metropolitana do Vale do Mamanguape,RM,250901,NÃO TEM,2509305,MATARACA,Lei Complementar  116,21/01/13
Nordeste,25,PB,2509,Região Metropolitana do Vale do Mamanguape,RM,250901,NÃO TEM,2512721,PEDRO RÉGIS,Lei Complementar  116,21/01/13
Nordeste,25,PB,2507,Região Metropolitana do Vale do Piancó,RM,250701,NÃO TEM,2500205,AGUIAR,Lei Complementar  109,06/07/12
Nordeste,25,PB,2507,Região Metropolitana do Vale do Piancó,RM,250701,NÃO TEM,2502102,BOA VENTURA,Lei Complementar  109,06/07/12
Nordeste,25,PB,2507,Região Metropolitana do Vale do Piancó,RM,250701,NÃO TEM,2504207,CATINGUEIRA,Lei Complementar  109,06/07/12
Nordeste,25,PB,2507,Região Metropolitana do Vale do Piancó,RM,250701,NÃO TEM,2504405,CONCEIÇÃO,Lei Complementar  109,06/07/12
Nordeste,25,PB,2507,Região Metropolitana do Vale do Piancó,RM,250701,NÃO TEM,2504801,COREMAS,Lei Complementar  109,06/07/12
Nordeste,25,PB,2507,Região Metropolitana do Vale do Piancó,RM,250701,NÃO TEM,2505303,CURRAL VELHO,Lei Complementar  109,06/07/12
Nordeste,25,PB,2507,Região Metropolitana do Vale do Piancó,RM,250701,NÃO TEM,2505600,DIAMANTE,Lei Complementar  109,06/07/12
Nordeste,25,PB,2507,Região Metropolitana do Vale do Piancó,RM,250701,NÃO TEM,2506608,IBIARA,Lei Complementar  109,06/07/12
Nordeste,25,PB,2507,Região Metropolitana do Vale do Piancó,RM,250701,NÃO TEM,2502607,IGARACY,Lei Complementar  109,06/07/12
Nordeste,25,PB,2507,Região Metropolitana do Vale do Piancó,RM,250701,NÃO TEM,2507002,ITAPORANGA,Lei Complementar  109,06/07/12
Nordeste,25,PB,2507,Região Metropolitana do Vale do Piancó,RM,250701,NÃO TEM,2510204,NOVA OLINDA,Lei Complementar  109,06/07/12
Nordeste,25,PB,2507,Região Metropolitana do Vale do Piancó,RM,250701,NÃO TEM,2511301,PIANCÓ,Lei Complementar  109,06/07/12
Nordeste,25,PB,2507,Região Metropolitana do Vale do Piancó,RM,250701,NÃO TEM,2513356,SANTA INÊS,Lei Complementar  109,06/07/12
Nordeste,25,PB,2507,Região Metropolitana do Vale do Piancó,RM,250701,NÃO TEM,2513505,SANTANA DE MANGUEIRA,Lei Complementar  109,06/07/12
Nordeste,25,PB,2507,Região Metropolitana do Vale do Piancó,RM,250701,NÃO TEM,2513604,SANTANA DOS GARROTES,Lei Complementar  109,06/07/12
Nordeste,25,PB,2507,Região Metropolitana do Vale do Piancó,RM,250701,NÃO TEM,2514305,SÃO JOSÉ DE CAIANA,Lei Complementar  109,06/07/12
Nordeste,25,PB,2507,Região Metropolitana do Vale do Piancó,RM,250701,NÃO TEM,2515708,SERRA GRANDE,Lei Complementar  109,06/07/12
Nordeste,26,PE,2602,Região Administrativa Integrada de Desenvolvimento do Polo Petrolina/PE e Juazeiro/BA,RIDE,260201,NÃO TEM,2608750,LAGOA GRANDE,DECRETO Nº 4.366 - 09/09/2002 Regulamenta a Lei Complementar  113,19/09/01
Nordeste,26,PE,2602,Região Administrativa Integrada de Desenvolvimento do Polo Petrolina/PE e Juazeiro/BA,RIDE,260201,NÃO TEM,2609808,OROCÓ,DECRETO Nº 4.366 - 09/09/2002 Regulamenta a Lei Complementar  113,19/09/01
Nordeste,26,PE,2602,Região Administrativa Integrada de Desenvolvimento do Polo Petrolina/PE e Juazeiro/BA,RIDE,260201,NÃO TEM,2611101,PETROLINA,DECRETO Nº 4.366 - 09/09/2002 Regulamenta a Lei Complementar  113,19/09/01
Nordeste,26,PE,2602,Região Administrativa Integrada de Desenvolvimento do Polo Petrolina/PE e Juazeiro/BA,RIDE,260201,NÃO TEM,2612604,SANTA MARIA DA BOA VISTA,DECRETO Nº 4.366 - 09/09/2002 Regulamenta a Lei Complementar  113,19/09/01
Nordeste,26,PE,2601,Região Metropolitana de Recife,RM,260101,NÃO TEM,2600054,ABREU E LIMA,Lei Complementar 010,06/01/94
Nordeste,26,PE,2601,Região Metropolitana de Recife,RM,260101,NÃO TEM,2601052,ARAÇOIABA,Inclusão por desmembramento,01/01/97
Nordeste,26,PE,2601,Região Metropolitana de Recife,RM,260101,NÃO TEM,2602902,CABO DE SANTO AGOSTINHO,Lei Complementar 014 (Federal),08/06/73
Nordeste,26,PE,2601,Região Metropolitana de Recife,RM,260101,NÃO TEM,2603454,CAMARAGIBE,Lei Complementar 010,06/01/94
Nordeste,26,PE,2601,Região Metropolitana de Recife,RM,260101,NÃO TEM,2606200,GOIANA,Lei Complementar 382,09/01/18
Nordeste,26,PE,2601,Região Metropolitana de Recife,RM,260101,NÃO TEM,2606804,IGARASSU,Lei Complementar 014 (Federal),08/06/73
Nordeste,26,PE,2601,Região Metropolitana de Recife,RM,260101,NÃO TEM,2607604,ILHA DE ITAMARACÁ,Lei Complementar 014 (Federal),08/06/73
Nordeste,26,PE,2601,Região Metropolitana de Recife,RM,260101,NÃO TEM,2607208,IPOJUCA,Lei Complementar 010,06/01/94
Nordeste,26,PE,2601,Região Metropolitana de Recife,RM,260101,NÃO TEM,2607752,ITAPISSUMA,Lei Complementar 010,06/01/94
Nordeste,26,PE,2601,Região Metropolitana de Recife,RM,260101,NÃO TEM,2607901,JABOATÃO DOS GUARARAPES,Lei Complementar 014 (Federal),08/06/73
Nordeste,26,PE,2601,Região Metropolitana de Recife,RM,260101,NÃO TEM,2609402,MORENO,Lei Complementar 014 (Federal),08/06/73
Nordeste,26,PE,2601,Região Metropolitana de Recife,RM,260101,NÃO TEM,2609600,OLINDA,Lei Complementar 014 (Federal),08/06/73
Nordeste,26,PE,2601,Região Metropolitana de Recife,RM,260101,NÃO TEM,2610707,PAULISTA,Lei Complementar 014 (Federal),08/06/73
Nordeste,26,PE,2601,Região Metropolitana de Recife,RM,260101,NÃO TEM,2611606,RECIFE,Lei Complementar 014 (Federal),08/06/73
Nordeste,26,PE,2601,Região Metropolitana de Recife,RM,260101,NÃO TEM,2613701,SÃO LOURENÇO DA MATA,Lei Complementar 014 (Federal),08/06/73
Nordeste,22,PI,2201,Região Integrada de Desenvolvimento da Grande Teresina,RIDE,220101,NÃO TEM,2200400,ALTOS,DECRETO Nº 4.367 - 09/09/2002 Regulamenta a Lei Complementar  112,19/09/01
Nordeste,22,PI,2201,Região Integrada de Desenvolvimento da Grande Teresina,RIDE,220101,NÃO TEM,2201606,BENEDITINOS,DECRETO Nº 4.367 - 09/09/2002 Regulamenta a Lei Complementar  112,19/09/01
Nordeste,22,PI,2201,Região Integrada de Desenvolvimento da Grande Teresina,RIDE,220101,NÃO TEM,2202737,COIVARAS,DECRETO Nº 4.367 - 09/09/2002 Regulamenta a Lei Complementar  112,19/09/01
Nordeste,22,PI,2201,Região Integrada de Desenvolvimento da Grande Teresina,RIDE,220101,NÃO TEM,2203255,CURRALINHOS,DECRETO Nº 4.367 - 09/09/2002 Regulamenta a Lei Complementar  112,19/09/01
Nordeste,22,PI,2201,Região Integrada de Desenvolvimento da Grande Teresina,RIDE,220101,NÃO TEM,2203305,DEMERVAL LOBÃO,DECRETO Nº 4.367 - 09/09/2002 Regulamenta a Lei Complementar  112,19/09/01
Nordeste,22,PI,2201,Região Integrada de Desenvolvimento da Grande Teresina,RIDE,220101,NÃO TEM,2205508,JOSÉ DE FREITAS,DECRETO Nº 4.367 - 09/09/2002 Regulamenta a Lei Complementar  112,19/09/01
Nordeste,22,PI,2201,Região Integrada de Desenvolvimento da Grande Teresina,RIDE,220101,NÃO TEM,2205557,LAGOA ALEGRE,DECRETO Nº 4.367 - 09/09/2002 Regulamenta a Lei Complementar  112,19/09/01
Nordeste,22,PI,2201,Região Integrada de Desenvolvimento da Grande Teresina,RIDE,220101,NÃO TEM,2205581,LAGOA DO PIAUÍ,DECRETO Nº 4.367 - 09/09/2002 Regulamenta a Lei Complementar  112,19/09/01
Nordeste,22,PI,2201,Região Integrada de Desenvolvimento da Grande Teresina,RIDE,220101,NÃO TEM,2206308,MIGUEL LEÃO,DECRETO Nº 4.367 - 09/09/2002 Regulamenta a Lei Complementar  112,19/09/01
Nordeste,22,PI,2201,Região Integrada de Desenvolvimento da Grande Teresina,RIDE,220101,NÃO TEM,2206407,MONSENHOR GIL,DECRETO Nº 4.367 - 09/09/2002 Regulamenta a Lei Complementar  112,19/09/01
Nordeste,22,PI,2201,Região Integrada de Desenvolvimento da Grande Teresina,RIDE,220101,NÃO TEM,2206720,NAZÁRIA,Desmembrado do município de Teresina pela Lei Estadual nº 4810 e instalado em 01.01.2009,14/11/95
Nordeste,22,PI,2201,Região Integrada de Desenvolvimento da Grande Teresina,RIDE,220101,NÃO TEM,2211001,TERESINA,DECRETO Nº 4.367 - 09/09/2002 Regulamenta a Lei Complementar  112,19/09/01
Nordeste,22,PI,2201,Região Integrada de Desenvolvimento da Grande Teresina,RIDE,220101,NÃO TEM,2211100,UNIÃO,DECRETO Nº 4.367 - 09/09/2002 Regulamenta a Lei Complementar  112,19/09/01
Nordeste,24,RN,2401,Região Metropolitana de Natal,RM,240101,NÃO TEM,2401206,ARÊS,Lei Complementar  559,28/12/15
Nordeste,24,RN,2401,Região Metropolitana de Natal,RM,240101,NÃO TEM,2401701,BOM JESUS,Lei Complementar 648,30/04/19
Nordeste,24,RN,2401,Região Metropolitana de Natal,RM,240101,NÃO TEM,2402600,CEARÁ-MIRIM,Lei Complementar 152,16/01/97
Nordeste,24,RN,2401,Região Metropolitana de Natal,RM,240101,NÃO TEM,2403608,EXTREMOZ,Lei Complementar 152,16/01/97
Nordeste,24,RN,2401,Região Metropolitana de Natal,RM,240101,NÃO TEM,2404200,GOIANINHA,Lei Complementar  559,28/12/15
Nordeste,24,RN,2401,Região Metropolitana de Natal,RM,240101,NÃO TEM,2404606,IELMO MARINHO,Lei Complementar 540,27/07/15
Nordeste,24,RN,2401,Região Metropolitana de Natal,RM,240101,NÃO TEM,2407104,MACAÍBA,Lei Complementar 152,16/01/97
Nordeste,24,RN,2401,Região Metropolitana de Natal,RM,240101,NÃO TEM,2407500,MAXARANGUAPE,Lei Complementar  485,25/02/13
Nordeste,24,RN,2401,Região Metropolitana de Natal,RM,240101,NÃO TEM,2407807,MONTE ALEGRE,Inclusão de município - Lei Complementar  315,30/11/05
Nordeste,24,RN,2401,Região Metropolitana de Natal,RM,240101,NÃO TEM,2408102,NATAL,Lei Complementar 152,16/01/97
Nordeste,24,RN,2401,Região Metropolitana de Natal,RM,240101,NÃO TEM,2408201,NÍSIA FLORESTA,Lei Complementar 221,10/01/02
Nordeste,24,RN,2401,Região Metropolitana de Natal,RM,240101,NÃO TEM,2403251,PARNAMIRIM,Lei Complementar 152,16/01/97
Nordeste,24,RN,2401,Região Metropolitana de Natal,RM,240101,NÃO TEM,2412005,SÃO GONÇALO DO AMARANTE,Lei Complementar 152,16/01/97
Nordeste,24,RN,2401,Região Metropolitana de Natal,RM,240101,NÃO TEM,2412203,SÃO JOSÉ DE MIPIBU,Lei Complementar 221,10/01/02
Nordeste,24,RN,2401,Região Metropolitana de Natal,RM,240101,NÃO TEM,2414803,VERA CRUZ,Lei Complementar  391,22/07/09
Nordeste,28,SE,2801,Região Metropolitana de Aracaju,RM,280101,NÃO TEM,2800308,ARACAJU,Lei Complementar 25 - Alterada pela Lei Complementar  86 de 25.08.2003.,29/12/95
Nordeste,28,SE,2801,Região Metropolitana de Aracaju,RM,280101,NÃO TEM,2800605,BARRA DOS COQUEIROS,Lei Complementar 25 - Alterada pela Lei Complementar  86 de 25.08.2003.,29/12/95
Nordeste,28,SE,2801,Região Metropolitana de Aracaju,RM,280101,NÃO TEM,2804805,NOSSA SENHORA DO SOCORRO,Lei Complementar 25 - Alterada pela Lei Complementar  86 de 25.08.2003.,29/12/95
Nordeste,28,SE,2801,Região Metropolitana de Aracaju,RM,280101,NÃO TEM,2806701,SÃO CRISTÓVÃO,Lei Complementar 25 - Alterada pela Lei Complementar  86 de 25.08.2003.,29/12/95
Norte,13,AM,1301,Região Metropolitana de Manaus,RM,130101,NÃO TEM,1300300,AUTAZES,Lei Complementar  64,30/04/09
Norte,13,AM,1301,Região Metropolitana de Manaus,RM,130101,NÃO TEM,1301100,CAREIRO,Lei Complementar  64,30/04/09
Norte,13,AM,1301,Região Metropolitana de Manaus,RM,130101,NÃO TEM,1301159,CAREIRO DA VÁRZEA,Lei Complementar  52,30/05/07
Norte,13,AM,1301,Região Metropolitana de Manaus,RM,130101,NÃO TEM,1301852,IRANDUBA,Lei Complementar  52,30/05/07
Norte,13,AM,1301,Região Metropolitana de Manaus,RM,130101,NÃO TEM,1301902,ITACOATIARA,Lei Complementar  54,30/05/07
Norte,13,AM,1301,Região Metropolitana de Manaus,RM,130101,NÃO TEM,1302009,ITAPIRANGA,Lei Complementar  64,30/04/09
Norte,13,AM,1301,Região Metropolitana de Manaus,RM,130101,NÃO TEM,1302504,MANACAPURU,Lei Complementar 59,27/12/07
Norte,13,AM,1301,Região Metropolitana de Manaus,RM,130101,NÃO TEM,1302553,MANAQUIRI,Lei Complementar  64,30/04/09
Norte,13,AM,1301,Região Metropolitana de Manaus,RM,130101,NÃO TEM,1302603,MANAUS,Lei Complementar  52,30/05/07
Norte,13,AM,1301,Região Metropolitana de Manaus,RM,130101,NÃO TEM,1303205,NOVO AIRÃO,Lei Complementar  52,30/05/07
Norte,13,AM,1301,Região Metropolitana de Manaus,RM,130101,NÃO TEM,1303536,PRESIDENTE FIGUEIREDO,Lei Complementar  52,30/05/07
Norte,13,AM,1301,Região Metropolitana de Manaus,RM,130101,NÃO TEM,1303569,RIO PRETO DA EVA,Lei Complementar  52,30/05/07
Norte,13,AM,1301,Região Metropolitana de Manaus,RM,130101,NÃO TEM,1304005,SILVES,Lei Complementar  64,30/04/09
Norte,16,AP,1601,Região Metropolitana de Macapá,RM,160101,NÃO TEM,1600303,MACAPÁ,Lei Complementar 021,26/02/03
Norte,16,AP,1601,Região Metropolitana de Macapá,RM,160101,NÃO TEM,1600402,MAZAGÃO,Lei Complementar 096,14/05/16
Norte,16,AP,1601,Região Metropolitana de Macapá,RM,160101,NÃO TEM,1600600,SANTANA,Lei Complementar 021,26/02/03
Norte,15,PA,1501,Região Metropolitana de Belém,RM,150101,NÃO TEM,1500800,ANANINDEUA,Lei Complementar 014 (Federal),08/06/73
Norte,15,PA,1501,Região Metropolitana de Belém,RM,150101,NÃO TEM,1501402,BELÉM,Lei Complementar 014 (Federal),08/06/73
Norte,15,PA,1501,Região Metropolitana de Belém,RM,150101,NÃO TEM,1501501,BENEVIDES,Lei Complementar 027,19/10/95
Norte,15,PA,1501,Região Metropolitana de Belém,RM,150101,NÃO TEM,1502400,CASTANHAL,Lei Complementar 076,28/12/11
Norte,15,PA,1501,Região Metropolitana de Belém,RM,150101,NÃO TEM,1504422,MARITUBA,Lei Complementar 027,19/10/95
Norte,15,PA,1501,Região Metropolitana de Belém,RM,150101,NÃO TEM,1506351,SANTA BÁRBARA DO PARÁ,Lei Complementar 027,19/10/95
Norte,15,PA,1501,Região Metropolitana de Belém,RM,150101,NÃO TEM,1506500,SANTA IZABEL DO PARÁ,Lei Complementar 72,20/04/10
Norte,15,PA,1502,Região Metropolitana de Santarém,RM,150201,NÃO TEM,1501451,BELTERRA,Lei Complementar 079,17/01/12
Norte,15,PA,1502,Região Metropolitana de Santarém,RM,150201,NÃO TEM,1504752,MOJUÍ DOS CAMPOS,Lei Complementar 079,17/01/12
Norte,15,PA,1502,Região Metropolitana de Santarém,RM,150201,NÃO TEM,1506807,SANTARÉM,Lei Complementar 079,17/01/12
Norte,11,RO,1101,Região Metropolitana de Porto Velho,RM,110101,NÃO TEM,1100809,CANDEIAS DO JAMARI,Lei 3.654,09/11/15
Norte,11,RO,1101,Região Metropolitana de Porto Velho,RM,110101,NÃO TEM,1100205,PORTO VELHO,Lei 3.654,09/11/15
Norte,14,RR,1401,Região Metropolitana da Capital,RM,140101,NÃO TEM,1400050,ALTO ALEGRE,Lei Complementar 229,09/12/14
Norte,14,RR,1401,Região Metropolitana da Capital,RM,140101,NÃO TEM,1400100,BOA VISTA,Lei Complementar 130,21/12/07
Norte,14,RR,1401,Região Metropolitana da Capital,RM,140101,NÃO TEM,1400159,BONFIM,Lei Complementar 229,09/12/14
Norte,14,RR,1401,Região Metropolitana da Capital,RM,140101,NÃO TEM,1400175,CANTÁ,Lei Complementar 130,21/12/07
Norte,14,RR,1401,Região Metropolitana da Capital,RM,140101,NÃO TEM,1400308,MUCAJAÍ,Lei Complementar 229,09/12/14
Norte,14,RR,1402,Região Metropolitana de Central,RM,140201,NÃO TEM,1400209,CARACARAÍ,Lei Complementar 130,21/12/07
Norte,14,RR,1402,Região Metropolitana de Central,RM,140201,NÃO TEM,1400282,IRACEMA,Lei Complementar 130,21/12/07
Norte,14,RR,1403,Região Metropolitana do Sul do Estado,RM,140301,NÃO TEM,1400233,CAROEBE,Lei Complementar 130,21/12/07
Norte,14,RR,1403,Região Metropolitana do Sul do Estado,RM,140301,NÃO TEM,1400472,RORAINÓPOLIS,Lei Complementar 229,09/12/14
Norte,14,RR,1403,Região Metropolitana do Sul do Estado,RM,140301,NÃO TEM,1400506,SÃO JOÃO DA BALIZA,Lei Complementar 130,21/12/07
